Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
Squash,1,1,1,Veg,378,15.5,49.7,11.01,106.2,1064,1707.5,8.9,7.8,44,7.7
Rosemary,1,1,1,Non-Veg,303,16.2,24.5,1.51,467.6,1774,1340.9,77.5,16.1,8,7.0
Walnuts,0,0,0,Veg,548,9.6,11.0,12.1,274.2,1905,311.5,61.3,2.7,33,32.1
Cauliflower,1,1,0,Veg,353,18.7,23.1,13.18,130.0,471,370.1,39.7,2.2,31,34.4
Raspberries,0,1,1,Veg,552,20.0,18.7,13.34,83.3,1695,1043.5,84.5,9.4,7,2.1
Basil,1,0,1,Veg,521,1.9,20.3,16.26,448.8,677,107.2,27.6,17.0,47,27.9
Cardamom,1,1,0,Non-Veg,73,0.9,31.3,9.06,361.6,989,185.6,118.8,12.0,11,19.7
Paprika,0,1,0,Veg,440,10.7,36.1,8.56,440.2,1855,694.1,61.5,9.0,39,6.5
Cantaloupe,1,1,1,Veg,463,11.9,10.8,5.45,463.7,1192,526.1,75.3,14.0,44,27.3
Cashews,1,0,0,Non-Veg,161,0.9,48.6,14.74,452.5,418,1213.9,50.9,12.4,32,18.7
Collard Greens,1,0,0,Veg,131,7.5,29.8,19.87,200.4,879,1272.6,122.1,10.7,10,44.6
Blueberries,0,0,0,Veg,208,13.8,26.7,3.09,141.3,1741,1110.7,59.5,3.1,31,42.5
Grapes,1,1,1,Non-Veg,471,7.1,1.0,3.74,243.0,618,1842.3,103.8,1.9,7,40.4
Beet,1,1,1,Veg,256,7.1,34.0,13.65,175.2,1892,1025.3,126.4,3.7,18,25.6
Celery,1,0,1,Non-Veg,475,16.4,49.9,8.13,166.0,620,1548.7,121.3,15.0,45,38.8
Pork Chop,0,0,1,Non-Veg,76,0.8,33.8,6.71,284.0,219,1081.8,95.1,18.5,21,37.6
Cheese,1,0,0,Veg,233,17.2,36.1,9.64,402.6,1258,234.9,27.7,18.7,12,25.1
Turmeric,1,0,0,Non-Veg,159,0.9,2.0,15.64,309.7,424,1497.8,135.0,16.4,4,23.4
Watermelon,0,0,0,Veg,498,0.4,44.1,14.1,153.9,1151,147.3,62.0,7.1,18,33.7
Fennel Seeds,0,1,1,Veg,335,8.3,45.4,15.64,176.0,742,270.1,114.4,16.9,23,4.0
Quinoa,0,0,0,Non-Veg,78,0.2,43.9,11.66,202.9,998,243.4,67.5,1.2,19,34.0
Chicken Breast,1,1,1,Non-Veg,573,3.1,36.8,15.55,47.3,1527,1901.8,118.1,13.0,43,43.5
Kidney Beans,0,1,0,Veg,189,7.0,10.6,11.98,464.5,1644,1414.8,40.6,12.4,6,8.7
Cucumber,1,0,1,Non-Veg,500,7.0,10.2,18.12,80.2,156,1851.8,64.2,19.0,32,23.2
Avocado,0,0,1,Non-Veg,140,2.6,37.1,5.38,96.1,1968,831.4,64.2,15.5,2,26.0
Sweet Potato,1,0,0,Non-Veg,242,15.1,11.7,19.32,322.3,314,1739.8,72.8,18.1,13,3.6
Cardamom,0,0,0,Non-Veg,282,10.2,9.0,19.28,136.3,394,1750.9,55.9,17.9,19,7.2
Spinach,0,1,0,Non-Veg,106,14.5,44.4,15.57,438.1,664,854.6,128.0,17.4,30,46.8
Turkey,0,1,0,Veg,558,8.4,31.6,16.61,310.3,1026,56.8,73.0,10.8,19,15.8
Rosemary,0,0,1,Non-Veg,332,1.1,10.6,18.65,122.1,1578,731.9,61.3,10.3,10,22.2
Walnuts,0,0,1,Non-Veg,218,18.4,5.6,11.21,245.5,120,535.1,66.6,14.8,39,9.2
Cantaloupe,0,1,1,Non-Veg,443,2.8,12.2,3.92,264.8,252,347.5,79.3,10.4,30,10.4
Cantaloupe,1,1,0,Non-Veg,520,2.9,31.4,7.17,466.4,89,1261.6,19.4,16.6,31,0.1
Corn,0,0,1,Veg,58,5.9,21.1,16.71,385.0,278,692.8,56.8,4.4,15,16.5
Eggplant,1,1,0,Non-Veg,73,10.7,5.1,8.57,452.0,1014,1461.9,61.0,15.1,41,17.3
Sage,1,0,0,Non-Veg,491,6.3,24.4,4.4,298.8,1126,1086.2,75.9,9.6,15,49.3
Turkey,0,1,1,Veg,558,12.8,6.0,9.87,463.5,605,1713.9,5.6,10.2,42,9.9
Garlic,0,0,0,Veg,97,11.0,20.9,1.29,251.8,1953,104.9,128.3,16.0,2,33.3
Fennel Seeds,0,1,0,Non-Veg,553,13.1,6.5,14.47,496.5,1683,593.5,16.1,0.3,4,0.2
Beef Steak,1,1,0,Veg,271,2.0,24.1,11.34,286.4,1211,1537.0,40.5,16.4,21,24.8
Turkey,0,0,0,Veg,218,18.7,48.8,8.46,485.8,1274,1395.6,111.4,2.7,27,26.3
Vanilla,1,1,0,Non-Veg,405,7.7,23.4,10.75,211.9,862,1801.9,27.3,5.0,12,45.7
Tomato,1,1,0,Veg,159,14.3,15.4,17.75,398.3,223,1587.6,90.0,7.3,3,29.7
Corn,1,1,0,Non-Veg,466,1.0,2.1,6.55,30.6,1056,768.9,68.6,8.9,2,49.5
Pork Chop,1,1,1,Veg,53,16.6,5.1,13.84,353.0,624,1387.3,30.0,10.6,30,26.4
Squash,0,1,0,Non-Veg,359,11.8,42.5,9.52,221.5,355,1139.7,131.6,6.5,44,44.9
Coriander,0,1,1,Veg,164,0.8,6.1,5.73,183.3,42,560.8,140.2,14.0,20,24.4
Brown Rice,0,0,1,Veg,235,1.0,30.2,8.36,343.2,1254,540.4,39.3,6.4,25,39.2
Tomato,0,0,0,Veg,201,6.6,6.5,5.31,249.1,549,1190.6,79.0,9.1,49,49.2
Cashews,1,0,0,Non-Veg,106,4.9,10.2,4.55,205.1,709,133.5,29.0,13.7,24,28.8
Basil,0,0,1,Non-Veg,297,19.5,24.8,12.41,93.8,604,178.6,35.0,13.0,21,23.6
Onion,0,1,0,Veg,574,11.2,3.5,16.87,445.6,578,1207.5,33.8,8.6,1,45.3
Eggs,0,0,1,Non-Veg,309,6.8,36.2,4.79,299.8,1377,190.4,34.9,14.9,39,6.2
Green Beans,0,1,1,Non-Veg,347,15.2,20.3,17.26,62.2,1719,33.0,112.6,18.5,8,14.7
Apple,0,1,1,Non-Veg,238,11.2,18.8,13.9,334.1,1759,1857.2,36.9,19.0,3,9.1
Chicken Breast,0,0,0,Non-Veg,73,8.1,18.0,13.22,48.9,1673,1321.1,30.6,19.8,46,37.6
Watermelon,0,1,1,Veg,401,2.1,2.6,7.12,160.4,1156,540.4,48.4,15.1,21,7.9
Eggplant,0,0,1,Non-Veg,82,1.6,8.1,17.91,271.2,1686,1827.3,120.5,6.7,36,39.1
Cantaloupe,1,0,1,Veg,127,2.2,15.8,18.65,211.2,1073,1470.0,88.7,8.4,23,36.2
Quinoa,0,0,1,Non-Veg,535,6.0,40.8,12.84,348.0,1086,1007.5,53.8,12.9,49,10.0
Squash,1,1,1,Non-Veg,94,18.8,33.1,7.57,461.3,1072,84.5,141.5,17.2,29,17.6
Green Beans,1,0,1,Veg,251,6.6,46.1,6.56,327.9,1995,1184.3,149.8,3.7,31,24.0
Beet,0,1,0,Non-Veg,442,1.7,40.9,18.34,129.3,317,1605.3,141.9,1.2,37,6.6
Quinoa,1,1,0,Veg,469,14.6,8.7,16.4,198.8,884,1509.4,54.2,3.2,11,36.6
Blueberries,1,0,1,Non-Veg,255,16.0,26.2,6.22,418.1,140,57.0,123.9,5.6,24,39.4
Zucchini,0,0,0,Veg,534,6.1,25.7,0.14,67.2,1747,707.8,107.5,14.4,9,29.3
Zucchini,1,1,0,Veg,271,15.2,32.7,15.47,363.4,647,189.6,99.6,15.0,7,20.4
Eggplant,0,0,1,Veg,145,2.4,4.5,13.0,303.8,852,790.9,111.6,0.6,33,10.0
Cantaloupe,0,0,0,Veg,322,13.0,39.6,3.32,105.5,1030,1091.4,135.7,18.6,44,32.8
Cumin,1,1,1,Non-Veg,310,13.0,14.6,3.74,222.7,112,737.5,80.5,7.9,3,17.5
Cauliflower,1,1,0,Veg,459,11.8,46.3,4.29,157.9,526,1187.2,3.8,15.0,16,18.4
Kiwi,1,0,0,Non-Veg,452,3.1,46.4,3.05,102.4,982,120.9,34.1,16.3,9,35.5
Brown Rice,0,0,0,Non-Veg,349,10.3,10.6,3.38,87.2,799,147.9,74.5,16.1,36,13.4
Spinach,0,1,0,Non-Veg,579,5.3,46.4,1.41,330.4,664,1278.5,74.6,8.3,28,20.2
Almonds,1,1,1,Non-Veg,486,7.4,17.4,2.28,142.6,1507,1700.3,94.5,8.6,17,5.5
Plum,1,0,1,Veg,406,17.3,12.2,16.78,414.3,925,1062.5,76.8,3.3,22,47.8
Yellow Bell Pepper,1,0,0,Veg,306,4.9,20.6,3.16,250.3,1608,841.5,32.6,13.5,3,34.9
Cauliflower,1,1,0,Veg,465,5.0,7.6,1.98,118.7,1871,1504.0,73.3,10.6,42,33.4
Walnuts,0,0,1,Non-Veg,256,8.8,26.8,7.4,74.1,379,1876.5,71.5,16.8,10,20.4
Almonds,1,0,0,Veg,83,5.0,10.1,4.36,395.2,962,1692.4,71.0,18.4,41,2.3
Brown Rice,1,1,1,Veg,351,12.6,45.6,12.46,185.3,1118,181.8,108.1,14.6,16,16.7
Chickpeas,1,0,0,Non-Veg,382,9.9,49.3,19.84,273.8,781,1002.4,62.4,16.7,17,27.4
Cardamom,1,1,1,Non-Veg,285,15.5,6.8,3.1,426.8,781,113.3,110.6,14.4,32,49.1
Carrot,1,0,0,Veg,71,16.6,11.0,6.68,135.4,507,812.5,23.4,1.7,26,15.9
Cheese,0,1,1,Veg,147,10.8,32.2,15.66,102.1,1461,1149.7,5.5,17.2,23,35.1
Leek,1,1,1,Non-Veg,554,8.3,38.2,2.53,435.5,924,285.0,17.9,4.5,43,29.5
Pumpkin,0,1,1,Non-Veg,432,12.2,34.9,12.06,426.6,390,549.5,77.3,3.7,36,6.0
Cashews,1,1,1,Non-Veg,171,10.4,8.2,18.04,215.5,981,1987.3,76.6,10.6,14,9.2
Eggs,0,0,1,Veg,266,7.5,14.5,11.96,413.7,1730,1480.4,108.4,9.4,48,45.8
Radish,0,1,1,Non-Veg,326,8.7,37.7,19.86,453.6,55,1045.3,4.8,10.5,31,5.1
Oatmeal,1,1,1,Non-Veg,175,16.9,9.5,17.76,160.5,122,1828.5,26.7,17.1,6,19.6
Celery,1,1,1,Non-Veg,309,12.9,2.2,5.23,47.8,1911,1363.9,76.8,6.6,33,49.9
Vanilla,1,1,1,Veg,403,12.8,5.8,18.69,301.1,170,758.7,144.3,6.1,14,2.9
Vanilla,0,1,0,Veg,96,14.4,27.1,8.68,13.5,1999,142.5,34.3,15.4,26,25.7
Tofu,0,0,0,Non-Veg,182,19.9,45.7,6.92,272.3,1166,1978.6,81.0,5.4,5,18.6
Black Beans,0,1,0,Veg,513,10.4,44.1,12.48,186.4,498,800.7,84.6,2.9,5,34.6
Oatmeal,1,1,1,Veg,282,12.3,26.9,1.69,319.7,1998,175.8,117.7,15.4,10,49.6
Chili Powder,0,1,0,Non-Veg,182,9.5,34.8,0.84,125.4,1349,800.5,106.0,12.4,48,39.1
Corn,1,0,0,Veg,79,7.0,18.4,11.84,65.4,1185,806.0,138.0,19.4,33,22.4
Mushrooms,1,0,1,Veg,235,13.7,48.1,1.65,499.9,420,913.7,84.4,19.4,32,31.9
Turkey,1,1,0,Veg,275,13.9,13.3,2.92,97.2,1786,1429.3,92.6,3.4,43,47.1
Squash,1,1,1,Non-Veg,353,11.7,31.2,19.99,473.2,573,20.7,27.7,1.9,24,3.6
Radish,1,0,1,Non-Veg,379,1.6,31.5,0.6,196.4,79,1083.8,65.9,7.1,9,33.3
Tomato,1,1,0,Veg,55,0.4,38.3,13.92,259.6,821,472.1,146.6,11.8,26,47.6
Chickpeas,1,0,0,Veg,422,16.2,49.3,18.84,374.0,971,1667.2,22.2,15.7,45,25.9
Cucumber,1,1,1,Non-Veg,161,2.3,15.2,8.67,403.3,1648,703.4,107.1,13.0,48,8.6
Nutmeg,1,0,1,Non-Veg,211,7.7,24.4,11.6,29.4,1467,629.9,41.1,2.7,39,41.3
Sweet Potato,1,1,0,Veg,298,4.6,46.8,5.76,220.2,641,354.5,113.5,15.1,15,46.6
Parsley,0,1,1,Non-Veg,130,16.2,30.5,9.64,241.4,1346,1907.2,44.4,7.8,31,32.0
Milk,1,0,1,Non-Veg,592,3.1,21.5,18.31,306.8,840,1390.0,81.2,1.6,25,24.3
Spinach,1,0,1,Non-Veg,327,8.5,31.8,1.6,208.0,1528,1347.6,55.2,13.6,48,39.5
Celery,1,1,0,Veg,378,18.5,20.4,16.02,387.4,1198,405.3,147.1,4.1,9,32.2
Chicken Breast,1,0,0,Non-Veg,323,18.9,34.6,4.38,478.6,617,1820.5,31.4,6.7,30,28.9
Peach,0,1,0,Non-Veg,326,11.3,33.5,11.64,248.9,1137,870.6,116.2,18.8,46,19.1
Sage,0,0,1,Non-Veg,119,14.3,46.9,6.84,132.6,733,222.0,103.8,3.0,7,17.3
Pineapple,1,1,1,Non-Veg,157,1.1,9.3,3.76,332.9,229,935.2,20.6,2.9,27,13.7
Peach,0,1,0,Veg,553,2.9,9.5,18.5,499.4,1399,1499.9,91.9,9.0,46,43.6
Strawberries,1,0,0,Veg,590,2.9,15.0,18.02,119.3,1876,620.0,79.2,5.5,47,35.2
Kidney Beans,1,0,0,Non-Veg,152,16.5,37.5,4.54,152.1,1644,848.9,53.6,13.5,15,13.5
Kidney Beans,0,0,1,Non-Veg,479,16.2,25.7,13.31,315.4,342,830.4,49.2,10.6,35,41.4
Raspberries,1,0,1,Non-Veg,437,8.7,26.0,6.0,365.1,1648,611.2,64.6,19.2,36,15.7
Cardamom,0,0,1,Non-Veg,177,11.2,38.3,5.38,30.1,1897,1339.7,29.7,12.9,34,48.8
Pumpkin,0,1,1,Veg,595,7.6,41.8,18.72,246.3,1258,184.7,142.5,14.8,3,21.8
Avocado,1,1,0,Non-Veg,221,10.4,27.0,13.47,98.5,224,323.0,81.4,3.7,38,30.5
Apricot,0,0,0,Non-Veg,415,0.7,0.6,14.63,112.3,1495,1208.0,110.8,6.7,46,35.5
Kidney Beans,1,1,0,Veg,107,11.5,17.2,4.76,110.0,1593,524.4,114.1,2.0,21,12.5
Cumin,1,0,0,Veg,494,11.2,8.5,15.18,176.3,129,364.9,13.3,2.8,21,42.8
Broccoli,1,0,0,Non-Veg,428,7.5,33.1,15.04,485.0,660,1324.4,13.3,0.2,48,15.5
Watermelon,1,0,0,Veg,443,16.1,6.6,10.73,303.4,593,1610.1,132.9,0.9,10,26.4
Raspberries,1,0,0,Non-Veg,574,12.3,1.4,15.07,153.8,1629,911.3,77.5,8.4,27,8.1
Orange,1,0,0,Veg,334,9.4,25.5,18.87,149.7,1117,827.9,47.2,6.3,10,18.2
Orange,0,0,1,Veg,228,7.3,42.6,6.36,493.3,768,1034.5,6.7,3.0,43,43.2
Cauliflower,0,1,0,Veg,223,5.6,42.9,10.23,278.3,400,1925.6,51.0,10.6,1,28.4
Cardamom,1,1,1,Veg,456,16.0,38.6,10.22,317.4,1925,975.0,129.9,12.5,42,25.4
Paprika,1,1,0,Veg,584,11.7,37.7,2.81,215.6,328,1623.0,26.4,14.7,1,33.5
Yogurt,1,0,1,Veg,157,3.5,46.0,2.53,5.3,624,1286.1,98.5,15.0,12,16.7
Black Beans,1,0,0,Veg,556,4.2,31.6,12.01,162.9,773,857.5,150.0,8.8,48,13.0
Lentils,1,1,0,Non-Veg,503,12.3,13.1,19.25,399.4,1275,1982.3,39.2,6.9,12,31.3
Squash,0,0,1,Veg,260,2.5,1.0,15.79,110.2,733,1449.3,22.0,14.0,25,2.5
Squash,0,1,0,Veg,202,13.2,6.3,15.9,448.5,1284,1975.7,6.1,17.9,39,31.2
Turkey,1,0,0,Non-Veg,223,20.0,25.6,12.05,42.6,1507,63.6,95.1,14.3,32,42.4
Beet,0,0,0,Non-Veg,503,19.9,16.8,2.77,455.4,991,370.8,73.4,19.4,37,45.7
Cauliflower,0,0,0,Veg,557,19.1,33.6,4.67,78.2,1400,1630.8,84.9,6.1,20,38.5
Turnip,1,0,1,Non-Veg,95,3.6,26.8,9.16,348.8,1787,1122.5,14.0,13.4,38,8.1
Broccoli,0,1,0,Non-Veg,465,8.1,29.5,3.8,121.2,1163,130.9,86.0,15.4,16,24.0
Cheese,1,0,0,Non-Veg,582,12.9,5.8,11.64,9.5,690,497.8,115.4,5.8,0,1.1
Pineapple,0,0,0,Non-Veg,395,12.9,35.7,4.12,397.6,693,1925.2,13.2,1.6,1,42.5
Grapes,0,0,0,Veg,136,6.0,42.6,11.79,313.3,1881,1478.9,37.6,16.3,32,18.1
Yellow Bell Pepper,1,1,1,Veg,505,0.2,25.0,11.88,293.1,1107,1268.1,41.9,12.3,27,45.0
Pear,0,0,1,Veg,373,6.5,12.1,1.21,45.3,176,293.2,101.3,12.8,26,48.7
Cinnamon,1,1,0,Veg,65,14.6,28.6,18.95,204.2,1620,1465.8,19.4,8.8,31,6.2
Kale,1,0,1,Veg,133,8.6,23.8,19.84,105.7,890,311.2,93.4,11.4,0,22.1
Nutmeg,1,0,1,Non-Veg,236,15.8,4.6,1.16,108.6,509,1987.0,9.4,8.2,48,31.3
Rosemary,0,0,0,Non-Veg,89,19.9,33.2,12.9,118.9,1373,575.9,18.9,0.9,21,48.6
Walnuts,0,1,1,Non-Veg,96,10.3,34.6,1.56,308.0,691,1067.8,67.1,19.2,29,35.0
Cantaloupe,0,0,0,Non-Veg,164,11.0,6.0,6.77,462.4,548,235.9,89.3,7.8,40,36.9
Orange,0,1,0,Veg,336,18.5,46.9,17.45,16.4,619,1170.6,28.3,8.1,10,19.6
Parsnip,1,1,1,Non-Veg,249,17.5,36.3,16.73,382.4,1135,588.0,61.0,1.2,47,16.4
Radish,1,1,1,Veg,590,2.0,26.4,5.51,209.3,105,86.8,113.8,11.3,14,45.0
Nutmeg,0,0,0,Veg,183,4.3,28.7,13.04,152.6,464,1132.6,114.5,10.1,48,24.7
Broccoli,0,0,1,Veg,572,1.8,20.4,0.87,188.5,977,1195.5,33.4,14.2,22,35.9
Green Beans,0,1,0,Veg,113,1.5,41.7,16.52,261.1,1636,1601.1,41.4,4.4,36,34.7
Raspberries,1,0,1,Non-Veg,433,12.3,29.9,5.45,334.5,1202,1648.4,41.3,5.6,15,48.4
Pineapple,1,0,1,Non-Veg,458,1.3,9.0,17.28,481.5,421,464.1,30.4,3.4,7,38.0
Milk,0,0,1,Veg,218,10.8,35.4,11.23,103.0,1398,1192.4,105.0,10.2,1,19.4
Chili Powder,1,1,1,Veg,527,14.9,27.6,16.55,282.8,1437,108.0,116.0,4.6,36,37.1
Beet,0,1,1,Veg,429,9.3,28.8,16.98,18.0,1194,1548.1,96.5,12.6,18,2.5
Fenugreek,0,1,1,Non-Veg,83,16.5,34.6,14.38,483.8,905,1061.8,12.7,7.1,38,23.1
Eggs,0,1,1,Veg,548,17.7,28.0,10.24,358.1,626,1618.8,39.1,4.1,28,0.6
Fenugreek,1,0,1,Non-Veg,360,0.6,0.6,6.28,421.0,1951,674.1,62.5,6.6,8,34.5
Grapes,0,0,0,Veg,431,2.4,6.7,0.63,140.0,1097,1577.8,9.9,8.3,19,21.3
Corn,1,0,1,Non-Veg,81,18.2,31.6,5.8,327.3,300,607.4,9.3,16.2,12,41.5
Pumpkin,0,1,0,Non-Veg,159,13.1,20.5,17.56,216.6,1556,1949.5,68.9,10.0,44,16.6
Cantaloupe,1,1,0,Non-Veg,420,15.2,16.8,3.77,241.6,1055,1374.5,38.2,7.7,28,23.1
Raspberries,1,0,0,Veg,538,10.8,3.3,4.61,53.1,186,1325.5,47.8,14.2,0,39.2
Watermelon,1,0,0,Veg,455,10.2,42.4,13.14,96.6,641,961.9,130.0,13.6,8,9.1
Cheese,0,1,0,Non-Veg,275,7.2,1.2,18.03,270.6,1291,749.0,56.6,12.1,22,16.0
Cauliflower,0,1,1,Non-Veg,418,17.2,18.9,7.82,73.5,397,1966.6,128.6,12.0,40,23.6
Peach,0,0,0,Veg,593,15.6,10.6,11.14,94.7,1690,884.5,44.5,12.3,11,29.7
Black Beans,1,1,0,Non-Veg,492,3.5,5.1,12.99,344.0,1403,156.2,56.8,11.6,31,18.6
Peanut Butter,0,0,0,Non-Veg,362,3.8,28.3,2.61,255.3,513,524.0,128.0,0.8,26,33.4
Cantaloupe,1,1,0,Non-Veg,570,4.8,26.9,12.24,413.5,1918,1225.5,144.1,5.8,8,47.3
Kale,0,1,1,Non-Veg,156,20.0,47.8,10.1,231.8,1588,1077.4,80.0,10.7,32,15.1
Sage,0,1,1,Non-Veg,567,10.9,8.0,14.54,44.8,1364,1995.1,85.2,17.6,34,39.9
Plum,1,0,1,Veg,137,10.2,41.2,8.04,44.9,920,775.0,23.2,0.6,26,32.8
Broccoli,1,1,0,Veg,574,16.2,38.8,6.38,334.9,1104,1280.6,126.2,17.4,7,21.4
Pork Chop,1,1,1,Non-Veg,575,7.3,24.3,10.88,169.6,133,364.4,140.3,10.6,34,42.1
Paprika,1,1,0,Veg,507,8.8,3.7,5.4,272.5,369,516.2,52.4,14.0,36,1.5
Paprika,0,0,1,Non-Veg,286,9.6,6.0,13.61,299.5,1046,55.4,14.4,12.2,15,30.4
Pear,0,0,0,Veg,318,12.5,45.1,13.58,191.7,1179,273.0,17.4,10.2,3,48.5
Rosemary,0,1,1,Veg,553,2.5,24.3,6.91,164.4,83,711.1,109.4,1.4,27,16.3
Mustard Seeds,0,0,0,Non-Veg,253,4.6,13.1,12.6,434.2,140,131.4,111.7,6.0,24,8.5
Onion,0,0,0,Veg,363,13.9,23.9,18.17,122.9,245,1916.2,23.7,13.4,35,44.8
Milk,1,0,1,Veg,270,1.2,37.9,10.46,30.7,1562,286.2,147.2,11.3,45,41.4
Brown Rice,0,0,1,Veg,317,10.4,41.1,9.98,350.3,1581,257.9,112.2,10.4,30,7.1
Cashews,0,1,0,Veg,153,15.7,16.6,18.09,364.6,129,1663.0,148.4,4.0,18,45.5
Kidney Beans,0,0,1,Veg,336,1.6,4.7,9.09,36.0,403,1526.2,77.6,9.9,30,30.4
Green Beans,1,0,0,Non-Veg,286,18.9,32.0,2.44,120.3,81,1088.5,107.3,0.3,43,3.4
Leek,0,1,1,Veg,547,5.3,25.6,16.66,63.1,1582,1732.0,143.3,0.1,15,29.6
Cucumber,0,0,1,Veg,400,7.1,4.2,14.76,358.2,1628,1336.1,116.2,3.8,44,36.9
Milk,1,1,1,Non-Veg,418,7.2,40.1,7.55,182.1,1620,1110.6,147.9,13.6,46,13.9
Basil,1,1,1,Non-Veg,303,5.7,38.0,14.73,309.4,228,93.9,117.2,16.4,0,47.0
Almonds,0,1,0,Non-Veg,434,12.4,38.4,0.49,73.2,1699,611.9,57.2,18.6,33,20.4
Nutmeg,0,0,0,Non-Veg,62,14.6,15.2,8.9,157.4,176,664.4,42.0,2.5,14,22.1
Fenugreek,0,0,0,Veg,596,13.2,20.7,9.15,239.1,1030,962.4,45.7,3.8,40,20.1
Milk,1,0,1,Veg,301,11.7,16.9,0.83,341.8,1654,1168.9,67.4,13.8,31,3.8
Kidney Beans,0,1,0,Veg,190,6.7,36.3,5.44,94.1,1664,1504.4,12.2,17.1,19,47.7
Apricot,1,1,1,Non-Veg,355,3.3,37.8,6.17,229.3,519,1704.3,27.7,7.8,0,19.9
Collard Greens,0,0,1,Non-Veg,84,5.0,13.8,18.52,176.2,460,146.4,22.5,8.5,38,31.7
Mint,1,0,1,Veg,121,3.3,24.5,18.7,128.3,271,825.4,97.0,16.8,25,45.9
Kale,1,1,1,Non-Veg,444,3.0,4.6,14.47,115.1,60,741.8,94.9,6.3,0,43.3
Kiwi,1,1,1,Veg,532,3.2,45.2,17.67,71.1,1161,239.0,128.4,18.6,10,34.5
Beet,0,0,1,Non-Veg,515,9.8,41.8,10.07,191.0,1816,600.5,43.5,16.8,18,4.6
Yogurt,1,1,0,Non-Veg,156,15.2,37.7,0.64,486.8,351,1248.7,45.7,13.1,39,21.8
Salmon,0,0,0,Veg,192,12.6,40.2,14.74,491.2,1703,87.2,80.5,10.8,14,28.8
Peach,0,0,0,Non-Veg,497,19.9,28.9,6.44,435.8,193,328.6,27.7,8.1,49,23.7
Cheese,0,1,1,Non-Veg,345,9.3,46.1,1.38,220.6,710,504.5,149.1,3.4,32,41.7
Quinoa,1,1,1,Non-Veg,72,3.4,19.2,12.76,35.4,346,272.4,39.6,13.1,40,13.7
Squash,0,0,1,Non-Veg,64,2.9,32.2,4.13,357.4,673,690.1,138.8,14.1,36,36.8
Broccoli,1,0,0,Non-Veg,542,0.5,6.7,16.19,244.4,204,433.9,50.1,13.4,10,12.4
Strawberries,0,0,0,Veg,400,12.2,49.6,18.41,24.4,1717,1350.8,3.8,8.0,5,48.9
Cilantro,1,1,1,Non-Veg,135,0.7,16.0,17.22,460.6,175,1004.7,41.9,18.9,43,12.4
Salmon,1,1,1,Non-Veg,61,18.2,49.0,15.59,84.0,561,1480.3,17.4,1.4,10,42.8
Red Bell Pepper,0,0,1,Non-Veg,395,15.7,34.3,2.1,284.7,1889,233.4,5.1,18.9,15,1.9
Watermelon,0,1,0,Non-Veg,251,18.5,23.6,8.32,211.4,1313,546.9,148.0,9.5,14,4.2
Tomato,0,1,0,Veg,381,10.6,27.4,16.61,351.5,60,1648.7,124.0,18.2,13,43.2
Beef Steak,1,1,1,Non-Veg,320,13.2,14.9,3.22,288.2,1942,1398.2,81.4,18.6,23,32.7
Red Bell Pepper,1,1,0,Veg,256,2.2,27.7,19.42,33.5,176,316.1,113.3,2.3,2,3.1
Milk,0,1,0,Non-Veg,454,0.9,15.0,14.65,243.0,806,1759.5,47.1,14.0,20,37.8
Cucumber,0,0,0,Non-Veg,396,18.6,43.3,10.85,198.6,1906,488.9,122.5,5.6,30,14.2
Cinnamon,0,0,1,Veg,590,2.5,32.5,16.14,304.1,1489,199.2,62.4,13.3,16,16.1
Cilantro,1,0,1,Veg,237,2.7,12.8,19.43,162.9,894,1460.8,122.4,3.7,7,45.8
Celery,0,1,1,Non-Veg,485,13.9,7.4,1.27,226.9,977,324.5,111.5,8.3,23,1.8
Mint,0,0,1,Veg,412,9.1,3.1,13.21,271.9,81,505.7,16.6,1.9,3,28.9
Mustard Seeds,1,1,0,Non-Veg,59,16.4,13.7,19.3,264.6,1210,714.9,81.6,0.7,44,40.3
Brussels Sprouts,1,0,0,Non-Veg,281,7.3,35.5,6.57,346.1,1182,899.7,59.3,11.4,22,0.3
Black Beans,1,1,0,Non-Veg,403,4.1,15.9,11.84,73.2,1256,1284.8,57.3,14.1,37,44.0
Turkey,0,0,1,Non-Veg,560,11.1,32.0,17.91,75.0,73,885.2,31.8,11.0,1,35.0
Peanut Butter,1,1,0,Veg,456,14.7,44.8,11.94,14.2,747,618.6,11.3,13.9,23,34.0
Cilantro,0,1,0,Non-Veg,215,3.7,48.6,4.03,151.7,743,672.1,100.5,5.7,46,19.4
Rosemary,0,0,0,Non-Veg,281,18.5,37.9,2.53,68.4,1858,1215.2,123.9,7.7,25,10.2
Salmon,0,1,0,Veg,574,4.0,33.5,5.0,43.2,1018,598.2,96.9,15.7,18,35.3
Tomato,0,0,1,Non-Veg,528,19.1,35.4,7.83,408.6,184,1231.0,87.1,15.7,27,48.0
Zucchini,1,1,0,Non-Veg,439,3.0,7.6,12.95,139.1,1032,681.2,37.1,15.0,6,12.4
Turmeric,0,1,1,Veg,358,2.7,36.6,12.89,387.0,235,1585.9,39.8,11.4,46,4.3
Coriander,0,0,0,Non-Veg,544,3.8,22.6,2.88,59.6,1207,1468.6,58.0,1.1,15,1.4
